Country Name,Country Code,Series Name,Series Code,Scale (Precision),1990 [YR1990],2000 [YR2000],2010 [YR2010],2016 [YR2016]
Dominica,DMA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,8.3,10.0,10.0
Dominica,DMA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),..,95,..,..
Dominica,DMA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),..,81,..,..
Dominica,DMA,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),2.2,-0.2,0.7,0.9
Dominica,DMA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),299,..,..,..
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),0.83,1.47,1.95,..
Dominica,DMA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),..,..,..,..
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),0.17,0.34,0.49,0.53
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),5.3,0.4,0.7,0.9
Dominica,DMA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),3.0,25.0,0.3,0.7
Dominica,DMA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),25,13,14,16
Dominica,DMA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),19,18,14,13
Dominica,DMA,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),56,69,72,71
Dominica,DMA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),55,43,36,42
Dominica,DMA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),81,55,54,55
Dominica,DMA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),41,20,18,15
Dominica,DMA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,23.6,26.4,26.1
Dominica,DMA,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,-5.2,-6.3,-3.8
Dominica,DMA,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,13,12
Dominica,DMA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),59.6,61.2,51.1,37.3
Dominica,DMA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,20.1,24.6,21.9
Dominica,DMA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),,,,
Dominica,DMA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,1.7,148.3,106.3
Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,8.8,47.5,67.6
Dominica,DMA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,7,0,..
Dominica,DMA,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,47,58
Dominica,DMA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),104,60,53,51
Dominica,DMA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,100,112,..
Dominica,DMA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),91,183,271,..
Dominica,DMA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),6.6,7.4,9.2,10.8
Dominica,DMA,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Dominica,DMA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),14,14,23,..
Dominica,DMA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),13,18,24,..
Dominica,DMA,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),19.6,15.3,32.5,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,Millions (0.00),7.18,8.56,9.90,10.65
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,Unit (0.0),2.0,1.6,1.3,1.1
Dominican Republic,DOM,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),48.7,48.7,48.7,48.7
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),148.7,177.2,204.9,220.4
Dominican Republic,DOM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,32.0,41.6,32.4
Dominican Republic,DOM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),36.7,5.5,2.6,2.3
Dominican Republic,DOM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),6.23,22.49,51.74,68.03
Dominican Republic,DOM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),870,2630,5230,6390
Dominican Republic,DOM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),23.37,51.70,103.96,154.18
Dominican Republic,DOM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),3250,6040,10500,14480
Dominican Republic,DOM,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),4.2,3.7,4.7,4.9
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),68,71,73,..
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),3.5,2.9,2.6,2.5
Dominican Republic,DOM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),113,110,104,..
Dominican Republic,DOM,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,65,73,..
Dominican Republic,DOM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,98,97,..
Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),60,41,34,..
Dominican Republic,DOM,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),8.4,3.5,4.0,4.0
Dominican Republic,DOM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),70,85,85,..
Dominican Republic,DOM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,78,91,..
Dominican Republic,DOM,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),99.8,114.1,107.4,103.5
Dominican Republic,DOM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),..,59,76,..
Dominican Republic,DOM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,1,1,..
Dominican Republic,DOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.6,2.3,1.4,1.0
Dominican Republic,DOM,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),11.1,14.9,18.2,..
Dominican Republic,DOM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),3.6,11.0,,11.2
Dominican Republic,DOM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,20.7,30.5,30.5
Dominican Republic,DOM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),87,87,86,..
Dominican Republic,DOM,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),73,78,82,..
Dominican Republic,DOM,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),2.5,2.9,3.0,2.2
Dominican Republic,DOM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),559,843,761,..
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),1.28,2.31,2.19,..
Dominican Republic,DOM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),389,1314,1366,..
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),7.07,24.00,53.95,71.58
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),-5.5,5.7,8.3,6.6
Dominican Republic,DOM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),50.5,6.9,5.4,0.8
Dominican Republic,DOM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),15,7,6,6
Dominican Republic,DOM,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),34,33,28,26
Dominican Republic,DOM,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),52,59,66,68
Dominican Republic,DOM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),34,37,23,25
Dominican Republic,DOM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),44,46,33,29
Dominican Republic,DOM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),25,23,26,23
Dominican Republic,DOM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),12.0,14.0,13.9,18.4
Dominican Republic,DOM,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),0.6,0.8,-2.8,0.3
Dominican Republic,DOM,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,15,15
Dominican Republic,DOM,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),31.5,31.9,41.7,56.9
Dominican Republic,DOM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),10.3,12.3,12.2,13.4
Dominican Republic,DOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),0.7,1.0,0.7,0.6
Dominican Republic,DOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,8.1,88.8,82.6
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,3.7,31.4,54.2
Dominican Republic,DOM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,..,2,..
Dominican Republic,DOM,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,68,83
Dominican Republic,DOM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),73,63,41,38
Dominican Republic,DOM,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),96,100,98,..
Dominican Republic,DOM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),4485,4618,13499,..
Dominican Republic,DOM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),12.5,8.5,11.2,29.9
Dominican Republic,DOM,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Dominican Republic,DOM,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),315,1839,3887,5509
Dominican Republic,DOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),133,989,1820,2523
Dominican Republic,DOM,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),101.7,56.2,176.6,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,Millions (0.00),10.22,12.63,14.93,16.39
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,Unit (0.0),2.4,1.8,1.6,1.5
Ecuador,ECU,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),283.6,256.4,256.4,256.4
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),36.9,50.8,60.1,66.0
Ecuador,ECU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,64.4,32.8,23.3
Ecuador,ECU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),23.2,28.2,7.1,3.8
Ecuador,ECU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),14.03,19.45,65.92,95.34
Ecuador,ECU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),1370,1540,4410,5820
Ecuador,ECU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),45.43,68.25,134.79,181.37
Ecuador,ECU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),4450,5400,9030,11070
Ecuador,ECU,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),3.3,3.1,4.1,4.8
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),69,73,75,..
Ecuador,ECU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),3.8,3.0,2.7,2.5
Ecuador,ECU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),87,83,80,..
Ecuador,ECU,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,..,..,..
Ecuador,ECU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,..,89,..
Ecuador,ECU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),57,34,25,..
Ecuador,ECU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),,12.5,6.4,
Ecuador,ECU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),60,99,95,..
Ecuador,ECU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,97,99,109
Ecuador,ECU,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),123.5,111.3,115.8,107.6
Ecuador,ECU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),58,58,89,107
Ecuador,ECU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,1,1,1
Ecuador,ECU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.2,0.3,0.3,0.3
Ecuador,ECU,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),146.3,137.3,129.4,..
Ecuador,ECU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),14.6,15.3,,15.4
Ecuador,ECU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,2.1,2.2,2.2
Ecuador,ECU,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),74,80,85,..
Ecuador,ECU,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),57,70,81,..
Ecuador,ECU,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),3.8,2.7,2.0,1.8
Ecuador,ECU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),619,698,788,..
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),1.65,1.64,2.55,..
Ecuador,ECU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),481,638,1144,..
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),15.24,18.33,69.56,97.80
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),3.7,1.1,3.5,-1.5
Ecuador,ECU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),5.8,-7.7,7.5,-0.9
Ecuador,ECU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),21,16,10,10
Ecuador,ECU,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),30,36,36,33
Ecuador,ECU,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),49,48,53,56
Ecuador,ECU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),23,32,28,19
Ecuador,ECU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),22,27,32,20
Ecuador,ECU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),24,21,28,23
Ecuador,ECU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,,,
Ecuador,ECU,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,,,
Ecuador,ECU,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,56,49
Ecuador,ECU,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),10.5,30.6,24.0,36.4
Ecuador,ECU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,,,
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),1.3,1.5,3.0,2.2
Ecuador,ECU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,3.8,98.5,79.8
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,1.5,29.0,48.9
Ecuador,ECU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),0,6,8,..
Ecuador,ECU,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,82,71
Ecuador,ECU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),30,47,55,34
Ecuador,ECU,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),114,100,121,..
Ecuador,ECU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),12162,19637,16248,..
Ecuador,ECU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),33.2,38.5,10.4,24.4
Ecuador,ECU,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Ecuador,ECU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),51,1322,2599,2612
Ecuador,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),126,-23,165,643
Ecuador,ECU,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),159.3,147.2,151.0,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,Millions (0.00),57.41,69.91,84.11,95.69
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,Unit (0.0),2.5,1.8,2.0,2.0
"Egypt, Arab Rep.",EGY,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),1001.5,1001.5,1001.5,1001.5
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),57.7,70.2,84.5,96.1
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,16.7,25.2,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,,,
"Egypt, Arab Rep.",EGY,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),42.48,97.28,196.21,331.30
"Egypt, Arab Rep.",EGY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),740,1390,2330,3460
"Egypt, Arab Rep.",EGY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),213.66,413.21,796.13,1063.42
"Egypt, Arab Rep.",EGY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),3720,5910,9470,11110
"Egypt, Arab Rep.",EGY,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,,,
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),65,69,70,..
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),4.7,3.2,3.2,3.3
"Egypt, Arab Rep.",EGY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),82,54,52,..
"Egypt, Arab Rep.",EGY,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,56,..,..
"Egypt, Arab Rep.",EGY,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,61,..,..
"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),86,47,29,..
"Egypt, Arab Rep.",EGY,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),10.5,4.3,6.8,7.0
"Egypt, Arab Rep.",EGY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),86,98,96,..
"Egypt, Arab Rep.",EGY,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,90,104,..
"Egypt, Arab Rep.",EGY,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),90.4,93.5,107.1,103.9
"Egypt, Arab Rep.",EGY,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),75,81,72,..
"Egypt, Arab Rep.",EGY,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),1,1,1,..
"Egypt, Arab Rep.",EGY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.1,0.1,0.1,0.1
"Egypt, Arab Rep.",EGY,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),0.4,0.6,0.7,..
"Egypt, Arab Rep.",EGY,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),0.4,3.8,,9.6
"Egypt, Arab Rep.",EGY,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,3794.4,4333.3,4333.3
"Egypt, Arab Rep.",EGY,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),93,96,98,..
"Egypt, Arab Rep.",EGY,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),73,84,95,..
"Egypt, Arab Rep.",EGY,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),2.2,2.0,1.9,2.2
"Egypt, Arab Rep.",EGY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),562,581,863,..
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),1.32,2.02,2.41,..
"Egypt, Arab Rep.",EGY,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),663,962,1551,..
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),43.13,99.84,218.89,336.30
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),5.7,5.4,5.1,4.3
"Egypt, Arab Rep.",EGY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),18.4,4.9,10.1,6.3
"Egypt, Arab Rep.",EGY,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),19,17,14,12
"Egypt, Arab Rep.",EGY,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),29,33,38,33
"Egypt, Arab Rep.",EGY,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),52,50,48,55
"Egypt, Arab Rep.",EGY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),20,16,21,10
"Egypt, Arab Rep.",EGY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),33,23,27,20
"Egypt, Arab Rep.",EGY,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),29,20,20,15
"Egypt, Arab Rep.",EGY,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),23.0,24.3,24.8,21.0
"Egypt, Arab Rep.",EGY,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),-2.0,-6.7,-7.7,
"Egypt, Arab Rep.",EGY,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,9,7
"Egypt, Arab Rep.",EGY,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),99.8,89.0,69.4,119.6
"Egypt, Arab Rep.",EGY,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),13.2,13.4,14.1,12.5
"Egypt, Arab Rep.",EGY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),3.6,2.7,2.1,1.7
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,2.1,90.5,111.0
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,0.6,21.6,37.8
"Egypt, Arab Rep.",EGY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,0,1,..
"Egypt, Arab Rep.",EGY,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,86,88
"Egypt, Arab Rep.",EGY,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),37,20,36,24
"Egypt, Arab Rep.",EGY,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),101,100,140,..
"Egypt, Arab Rep.",EGY,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),33016,29194,36742,..
"Egypt, Arab Rep.",EGY,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),28.6,9.8,6.1,13.3
"Egypt, Arab Rep.",EGY,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
"Egypt, Arab Rep.",EGY,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),4284,2852,12453,..
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),734,1235,6386,..
"Egypt, Arab Rep.",EGY,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),6056.9,1371.4,599.2,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,Millions (0.00),5.25,5.87,6.16,6.34
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,Unit (0.0),1.3,0.7,0.4,0.5
El Salvador,SLV,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),21.0,21.0,21.0,21.0
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),253.6,283.2,297.5,306.2
El Salvador,SLV,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,36.5,31.8
El Salvador,SLV,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),20.7,11.8,7.2,3.0
El Salvador,SLV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),4.73,12.56,20.85,24.85
